label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63
HELLO,0.0,0.0,0.0,-0.056599796,-0.08796966,-0.022613546,-0.08315921,-0.2074005,-0.03313756,-0.08264649,-0.31150246,-0.049054913,-0.06039685,-0.38959986,-0.061967064,-0.010797679,-0.29148954,0.02601385,-0.0069583654,-0.3840387,-0.004782699,-0.032942057,-0.41271073,-0.035618197,-0.053572953,-0.419331,-0.054547846,0.028722763,-0.28749853,0.019891094,0.047237873,-0.40219647,-0.014749861,0.010531008,-0.42371958,-0.043636758,-0.025190294,-0.40698808,-0.057391174,0.06787217,-0.26705962,0.0055068526,0.09598619,-0.3828408,-0.025736006,0.059509456,-0.40059996,-0.043722928,0.021555305,-0.3776796,-0.049143128,0.10960609,-0.22905749,-0.012265419,0.12772626,-0.31804037,-0.034136623,0.095773816,-0.34712172,-0.044648718,0.055027425,-0.33987594,-0.048379045
HELLO,0.0,0.0,0.0,-0.056599796,-0.08796966,-0.022613546,-0.08315921,-0.2074005,-0.03313756,-0.08264649,-0.31150246,-0.049054913,-0.06039685,-0.38959986,-0.061967064,-0.010797679,-0.29148954,0.02601385,-0.0069583654,-0.3840387,-0.004782699,-0.032942057,-0.41271073,-0.035618197,-0.053572953,-0.419331,-0.054547846,0.028722763,-0.28749853,0.019891094,0.047237873,-0.40219647,-0.014749861,0.010531008,-0.42371958,-0.043636758,-0.025190294,-0.40698808,-0.057391174,0.06787217,-0.26705962,0.0055068526,0.09598619,-0.3828408,-0.025736006,0.059509456,-0.40059996,-0.043722928,0.021555305,-0.3776796,-0.049143128,0.10960609,-0.22905749,-0.012265419,0.12772626,-0.31804037,-0.034136623,0.095773816,-0.34712172,-0.044648718,0.055027425,-0.33987594,-0.048379045
HELLO,0.0,0.0,0.0,-0.06231606,-0.08700693,-0.024753707,-0.0956769,-0.20749593,-0.034850616,-0.09840506,-0.31132734,-0.048583377,-0.09082991,-0.39388,-0.060180217,-0.039417386,-0.30079782,0.016187666,-0.047329128,-0.41212553,-0.005857783,-0.059709907,-0.48032367,-0.030734623,-0.070789516,-0.53308064,-0.050517038,0.008439243,-0.298953,0.011280842,0.011120439,-0.40159994,-0.016454238,-0.0072211623,-0.43292856,-0.043490455,-0.033210933,-0.4340778,-0.061318453,0.054615855,-0.27789354,-0.0006567117,0.07004273,-0.3848155,-0.029719751,0.050532997,-0.41375428,-0.049026802,0.019289434,-0.4039023,-0.05909062,0.10343319,-0.23935777,-0.015944365,0.1144557,-0.32618666,-0.04122903,0.0925979,-0.35944474,-0.05449406,0.058998227,-0.35756594,-0.06184822
HELLO,0.0,0.0,0.0,-0.06231606,-0.08700693,-0.024753707,-0.0956769,-0.20749593,-0.034850616,-0.09840506,-0.31132734,-0.048583377,-0.09082991,-0.39388,-0.060180217,-0.039417386,-0.30079782,0.016187666,-0.047329128,-0.41212553,-0.005857783,-0.059709907,-0.48032367,-0.030734623,-0.070789516,-0.53308064,-0.050517038,0.008439243,-0.298953,0.011280842,0.011120439,-0.40159994,-0.016454238,-0.0072211623,-0.43292856,-0.043490455,-0.033210933,-0.4340778,-0.061318453,0.054615855,-0.27789354,-0.0006567117,0.07004273,-0.3848155,-0.029719751,0.050532997,-0.41375428,-0.049026802,0.019289434,-0.4039023,-0.05909062,0.10343319,-0.23935777,-0.015944365,0.1144557,-0.32618666,-0.04122903,0.0925979,-0.35944474,-0.05449406,0.058998227,-0.35756594,-0.06184822
HELLO,0.0,0.0,0.0,-0.066129744,-0.08146101,-0.01882721,-0.09397298,-0.20140946,-0.021153735,-0.09283996,-0.30208987,-0.026019163,-0.09309745,-0.37850446,-0.028485615,-0.014256299,-0.28355628,0.030652445,-0.006246805,-0.3717972,0.016610492,-0.014365196,-0.4113459,-0.004497035,-0.025604844,-0.43967956,-0.020614725,0.029790938,-0.2812251,0.026868735,0.04547733,-0.380903,0.0149871325,0.03530085,-0.42627752,-0.0050512822,0.01792419,-0.45302916,-0.02083163,0.06726068,-0.2632175,0.015557638,0.09039265,-0.35953557,-0.00076819846,0.079748094,-0.40504938,-0.016952988,0.0595904,-0.4273255,-0.027849844,0.10591835,-0.22919762,0.0011662544,0.12461281,-0.30763626,-0.014644231,0.11686826,-0.3461188,-0.02478803,0.10012603,-0.3653916,-0.031950578
HELLO,0.0,0.0,0.0,-0.06392205,-0.08976853,-0.01785517,-0.087070465,-0.20716536,-0.020225838,-0.08341259,-0.3016737,-0.025677277,-0.08167237,-0.3806774,-0.029518966,-0.0031456947,-0.28457338,0.028661706,0.0060595274,-0.37281078,0.013748242,0.002739191,-0.42363626,-0.008192783,-0.0030056834,-0.47217858,-0.025854684,0.040275216,-0.28289145,0.022105914,0.05620843,-0.386348,0.009923795,0.056922913,-0.45875877,-0.011678045,0.054293692,-0.52604353,-0.029652353,0.07662803,-0.26362896,0.00806068,0.09625673,-0.36972725,-0.008980589,0.09547329,-0.4426962,-0.028659338,0.08930838,-0.50745165,-0.04301734,0.11511171,-0.22502148,-0.0090833455,0.13805145,-0.3064769,-0.025467686,0.13905215,-0.3650238,-0.03744879,0.131773,-0.41888005,-0.046830185
HELLO,0.0,0.0,0.0,-0.06392205,-0.08976853,-0.01785517,-0.087070465,-0.20716536,-0.020225838,-0.08341259,-0.3016737,-0.025677277,-0.08167237,-0.3806774,-0.029518966,-0.0031456947,-0.28457338,0.028661706,0.0060595274,-0.37281078,0.013748242,0.002739191,-0.42363626,-0.008192783,-0.0030056834,-0.47217858,-0.025854684,0.040275216,-0.28289145,0.022105914,0.05620843,-0.386348,0.009923795,0.056922913,-0.45875877,-0.011678045,0.054293692,-0.52604353,-0.029652353,0.07662803,-0.26362896,0.00806068,0.09625673,-0.36972725,-0.008980589,0.09547329,-0.4426962,-0.028659338,0.08930838,-0.50745165,-0.04301734,0.11511171,-0.22502148,-0.0090833455,0.13805145,-0.3064769,-0.025467686,0.13905215,-0.3650238,-0.03744879,0.131773,-0.41888005,-0.046830185
HELLO,0.0,0.0,0.0,-0.06343567,-0.089370966,-0.022675551,-0.08488399,-0.21329069,-0.026388349,-0.07991642,-0.3184042,-0.031732276,-0.08498895,-0.39542693,-0.034610603,-0.0046216846,-0.30598313,0.028087156,0.010771275,-0.40154213,0.015289886,0.011657238,-0.456917,-0.005136615,0.009241641,-0.50919956,-0.02167357,0.040770233,-0.30111766,0.024920978,0.0655117,-0.4119271,0.016342178,0.07000238,-0.47756633,0.00039025352,0.06824899,-0.536845,-0.012858547,0.07815635,-0.27964884,0.013741184,0.10508883,-0.38676548,0.0017883114,0.11198372,-0.45593035,-0.009362303,0.11210585,-0.5169835,-0.017706512,0.11745584,-0.23814023,-0.0015647971,0.14222735,-0.3222608,-0.0110872425,0.14944679,-0.37953508,-0.015456243,0.15044278,-0.4323361,-0.019319542
HELLO,0.0,0.0,0.0,-0.06343567,-0.089370966,-0.022675551,-0.08488399,-0.21329069,-0.026388349,-0.07991642,-0.3184042,-0.031732276,-0.08498895,-0.39542693,-0.034610603,-0.0046216846,-0.30598313,0.028087156,0.010771275,-0.40154213,0.015289886,0.011657238,-0.456917,-0.005136615,0.009241641,-0.50919956,-0.02167357,0.040770233,-0.30111766,0.024920978,0.0655117,-0.4119271,0.016342178,0.07000238,-0.47756633,0.00039025352,0.06824899,-0.536845,-0.012858547,0.07815635,-0.27964884,0.013741184,0.10508883,-0.38676548,0.0017883114,0.11198372,-0.45593035,-0.009362303,0.11210585,-0.5169835,-0.017706512,0.11745584,-0.23814023,-0.0015647971,0.14222735,-0.3222608,-0.0110872425,0.14944679,-0.37953508,-0.015456243,0.15044278,-0.4323361,-0.019319542
HELLO,0.0,0.0,0.0,-0.072116554,-0.081851006,-0.0153129175,-0.104462564,-0.21303159,-0.016635507,-0.11158705,-0.32221353,-0.023565987,-0.13108003,-0.39342737,-0.029816316,-0.035608232,-0.30994624,0.043343455,-0.036311388,-0.40084532,0.03103384,-0.045389473,-0.45343244,0.010055683,-0.054195523,-0.50320596,-0.0068737185,0.013286173,-0.31426996,0.033657562,0.015808344,-0.4198005,0.025387468,0.0083168745,-0.48170725,0.007300299,-0.0011832714,-0.5329982,-0.0071108676,0.059449792,-0.30141383,0.015706131,0.069314,-0.41447714,0.0030682746,0.06587368,-0.48138383,-0.0073751225,0.06016767,-0.53726375,-0.013900747,0.10934526,-0.27083522,-0.006178166,0.12257773,-0.37499073,-0.016135205,0.12548864,-0.44459656,-0.018181883,0.127271,-0.50920415,-0.019452715
HELLO,0.0,0.0,0.0,-0.072116554,-0.081851006,-0.0153129175,-0.104462564,-0.21303159,-0.016635507,-0.11158705,-0.32221353,-0.023565987,-0.13108003,-0.39342737,-0.029816316,-0.035608232,-0.30994624,0.043343455,-0.036311388,-0.40084532,0.03103384,-0.045389473,-0.45343244,0.010055683,-0.054195523,-0.50320596,-0.0068737185,0.013286173,-0.31426996,0.033657562,0.015808344,-0.4198005,0.025387468,0.0083168745,-0.48170725,0.007300299,-0.0011832714,-0.5329982,-0.0071108676,0.059449792,-0.30141383,0.015706131,0.069314,-0.41447714,0.0030682746,0.06587368,-0.48138383,-0.0073751225,0.06016767,-0.53726375,-0.013900747,0.10934526,-0.27083522,-0.006178166,0.12257773,-0.37499073,-0.016135205,0.12548864,-0.44459656,-0.018181883,0.127271,-0.50920415,-0.019452715
HELLO,0.0,0.0,0.0,-0.07702443,-0.04223442,-0.018231347,-0.15340135,-0.16310012,-0.027629007,-0.1897108,-0.24855697,-0.044411913,-0.1905717,-0.30392456,-0.06092566,-0.098608345,-0.3622815,0.026830373,-0.12182847,-0.4831787,0.00045027884,-0.14745134,-0.5257022,-0.028470358,-0.1661245,-0.5458815,-0.049079683,-0.042065978,-0.3725297,0.012677911,-0.06957686,-0.5076398,-0.006973643,-0.09900588,-0.5571121,-0.030499851,-0.12822014,-0.58188885,-0.0474353,0.011814922,-0.36171335,-0.010232871,-0.012881994,-0.49634004,-0.03735146,-0.045799255,-0.5561717,-0.05066348,-0.07737544,-0.5940941,-0.056584705,0.0645183,-0.3254959,-0.036628928,0.03671956,-0.44360983,-0.06118213,0.010871142,-0.5142253,-0.06672915,-0.012100577,-0.5720359,-0.068028055
HELLO,0.0,0.0,0.0,-0.09595084,-0.009748697,-0.017642278,-0.17953378,-0.09948301,-0.016588155,-0.22721314,-0.19303495,-0.01917475,-0.278225,-0.24505872,-0.02092878,-0.1738219,-0.25401342,0.030367302,-0.22394791,-0.34694797,0.018203398,-0.25474316,-0.4004774,-0.0017133645,-0.28500533,-0.44668555,-0.018402828,-0.13634291,-0.29643005,0.022434244,-0.18643022,-0.4029113,0.0134946825,-0.22014731,-0.46633774,-0.006189573,-0.25365186,-0.5165786,-0.022654563,-0.0922904,-0.3190223,0.0073188446,-0.1377095,-0.42907202,-0.005056658,-0.16558933,-0.4875953,-0.021787236,-0.19365755,-0.5334871,-0.034329165,-0.038875133,-0.3265249,-0.011541779,-0.07017955,-0.42739964,-0.0224183,-0.09266603,-0.48786813,-0.030479005,-0.11423141,-0.5402992,-0.037600987
HELLO,0.0,0.0,0.0,-0.09595084,-0.009748697,-0.017642278,-0.17953378,-0.09948301,-0.016588155,-0.22721314,-0.19303495,-0.01917475,-0.278225,-0.24505872,-0.02092878,-0.1738219,-0.25401342,0.030367302,-0.22394791,-0.34694797,0.018203398,-0.25474316,-0.4004774,-0.0017133645,-0.28500533,-0.44668555,-0.018402828,-0.13634291,-0.29643005,0.022434244,-0.18643022,-0.4029113,0.0134946825,-0.22014731,-0.46633774,-0.006189573,-0.25365186,-0.5165786,-0.022654563,-0.0922904,-0.3190223,0.0073188446,-0.1377095,-0.42907202,-0.005056658,-0.16558933,-0.4875953,-0.021787236,-0.19365755,-0.5334871,-0.034329165,-0.038875133,-0.3265249,-0.011541779,-0.07017955,-0.42739964,-0.0224183,-0.09266603,-0.48786813,-0.030479005,-0.11423141,-0.5402992,-0.037600987
HELLO,0.0,0.0,0.0,-0.08376673,0.0017371774,-0.022158515,-0.1701383,-0.07808888,-0.029253982,-0.22050989,-0.16089404,-0.03942022,-0.26420575,-0.20995343,-0.04851665,-0.16419473,-0.2487343,0.012185138,-0.21119595,-0.34918368,-0.010898635,-0.2449817,-0.3903218,-0.036354624,-0.2791141,-0.41771975,-0.0544967,-0.12455797,-0.28918326,0.006750539,-0.17320111,-0.39420402,-0.007312634,-0.21107906,-0.44095033,-0.02570017,-0.24948624,-0.47169647,-0.041451197,-0.08107203,-0.30707967,-0.0058586677,-0.12415558,-0.41346067,-0.022407424,-0.15991345,-0.45976982,-0.034708396,-0.19522113,-0.48890108,-0.043561947,-0.02576822,-0.30295748,-0.022408448,-0.056970924,-0.40003246,-0.03558628,-0.083713144,-0.45380664,-0.04128554,-0.11167291,-0.49838457,-0.046104554
